철도역명,구분,노선_열차종류,행정동코드_500m,행정동명_500m,행정동코드_1000m,행정동명_1000m,행정동코드명_500m,행정동코드명_1000m,대표ID
불광역,지하철,6호선,"[1138051000, 1138052000, 1138057000]","[서울특별시 은평구 녹번동, 서울특별시 은평구 대조동, 서울특별시 은평구 불광1동]","[1138051000, 1138052000, 1138057000, 1138058000, 1138062500]","[서울특별시 은평구 녹번동, 서울특별시 은평구 대조동, 서울특별시 은평구 불광1동, 서울특별시 은평구 역촌동, 서울특별시 은평구 응암1동]","[1138051000:서울특별시 은평구 녹번동, 1138052000:서울특별시 은평구 불광1동, 1138057000:서울특별시 은평구 대조동]","[1138051000:서울특별시 은평구 녹번동, 1138052000:서울특별시 은평구 불광1동, 1138057000:서울특별시 은평구 대조동, 1138058000:서울특별시 은평구 응암1동, 1138062500:서울특별시 은평구 역촌동]",ST000154
불암산역,지하철,4호선,[1135066500],[서울특별시 노원구 상계3·4동],"[1135062400, 1135063000, 1135066500, 1135067000, 1135071000]","[서울특별시 노원구 상계1동, 서울특별시 노원구 상계3·4동, 서울특별시 노원구 상계5동, 서울특별시 노원구 상계9동, 서울특별시 노원구 중계4동]",[1135066500:서울특별시 노원구 상계3·4동],"[1135062400:서울특별시 노원구 중계4동, 1135063000:서울특별시 노원구 상계1동, 1135066500:서울특별시 노원구 상계3·4동, 1135067000:서울특별시 노원구 상계5동, 1135071000:서울특별시 노원구 상계9동]",ST000662
사가정역,지하철,7호선,"[1126054000, 1126055000, 1126056500, 1126057000, 1126057500]","[서울특별시 중랑구 면목3·8동, 서울특별시 중랑구 면목4동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목7동, 서울특별시 중랑구 면목본동]","[1123066000, 1123073000, 1126052000, 1126054000, 1126055000, 1126056500, 1126057000, 1126057500]","[서울특별시 동대문구 장안2동, 서울특별시 동대문구 휘경2동, 서울특별시 중랑구 면목2동, 서울특별시 중랑구 면목3·8동, 서울특별시 중랑구 면목4동, 서울특별시 중랑구 면목5동, 서울특별시 중랑구 면목7동, 서울특별시 중랑구 면목본동]","[1126054000:서울특별시 중랑구 면목4동, 1126055000:서울특별시 중랑구 면목5동, 1126056500:서울특별시 중랑구 면목본동, 1126057000:서울특별시 중랑구 면목7동, 1126057500:서울특별시 중랑구 면목3·8동]","[1123066000:서울특별시 동대문구 장안2동, 1123073000:서울특별시 동대문구 휘경2동, 1126052000:서울특별시 중랑구 면목2동, 1126054000:서울특별시 중랑구 면목4동, 1126055000:서울특별시 중랑구 면목5동, 1126056500:서울특별시 중랑구 면목본동, 1126057000:서울특별시 중랑구 면목7동, 1126057500:서울특별시 중랑구 면목3·8동]",ST000286
사당역,지하철,2호선,"[1159062000, 1162063000, 1165061000, 1165062000]","[서울특별시 관악구 남현동, 서울특별시 동작구 사당1동, 서울특별시 서초구 방배2동, 서울특별시 서초구 방배3동]","[1159062000, 1159063000, 1159064000, 1159065000, 1162057500, 1162062500, 1162063000, 1165061000, 1165062000, 1165062100]","[서울특별시 관악구 남현동, 서울특별시 관악구 인헌동, 서울특별시 관악구 행운동, 서울특별시 동작구 사당1동, 서울특별시 동작구 사당2동, 서울특별시 동작구 사당3동, 서울특별시 동작구 사당4동, 서울특별시 서초구 방배2동, 서울특별시 서초구 방배3동, 서울특별시 서초구 방배4동]","[1159062000:서울특별시 동작구 사당1동, 1162063000:서울특별시 관악구 남현동, 1165061000:서울특별시 서초구 방배2동, 1165062000:서울특별시 서초구 방배3동]","[1159062000:서울특별시 동작구 사당1동, 1159063000:서울특별시 동작구 사당2동, 1159064000:서울특별시 동작구 사당3동, 1159065000:서울특별시 동작구 사당4동, 1162057500:서울특별시 관악구 행운동, 1162062500:서울특별시 관악구 인헌동, 1162063000:서울특별시 관악구 남현동, 1165061000:서울특별시 서초구 방배2동, 1165062000:서울특별시 서초구 방배3동, 1165062100:서울특별시 서초구 방배4동]",ST000127
사당역,지하철,4호선,"[1159062000, 1162063000, 1165061000, 1165062000]","[서울특별시 관악구 남현동, 서울특별시 동작구 사당1동, 서울특별시 서초구 방배2동, 서울특별시 서초구 방배3동]","[1159062000, 1159063000, 1159064000, 1159065000, 1162057500, 1162062500, 1162063000, 1165061000, 1165062000, 1165062100]","[서울특별시 관악구 남현동, 서울특별시 관악구 인헌동, 서울특별시 관악구 행운동, 서울특별시 동작구 사당1동, 서울특별시 동작구 사당2동, 서울특별시 동작구 사당3동, 서울특별시 동작구 사당4동, 서울특별시 서초구 방배2동, 서울특별시 서초구 방배3동, 서울특별시 서초구 방배4동]","[1159062000:서울특별시 동작구 사당1동, 1162063000:서울특별시 관악구 남현동, 1165061000:서울특별시 서초구 방배2동, 1165062000:서울특별시 서초구 방배3동]","[1159062000:서울특별시 동작구 사당1동, 1159063000:서울특별시 동작구 사당2동, 1159064000:서울특별시 동작구 사당3동, 1159065000:서울특별시 동작구 사당4동, 1162057500:서울특별시 관악구 행운동, 1162062500:서울특별시 관악구 인헌동, 1162063000:서울특별시 관악구 남현동, 1165061000:서울특별시 서초구 방배2동, 1165062000:서울특별시 서초구 방배3동, 1165062100:서울특별시 서초구 방배4동]",ST000127
사릉역,지하철,경춘선,[4136025900],[경기도 남양주시 진건읍],[4136025900],[경기도 남양주시 진건읍],[4136025900:경기도 남양주시 진건읍],[4136025900:경기도 남양주시 진건읍],ST000603
사리역,지하철,수인분당선,"[4127152000, 4127153000, 4127154000, 4127155000]","[경기도 안산시상록구 본오1동, 경기도 안산시상록구 본오2동, 경기도 안산시상록구 사1동, 경기도 안산시상록구 사2동]","[4127152000, 4127153000, 4127154000, 4127155000, 4127156000]","[경기도 안산시상록구 본오1동, 경기도 안산시상록구 본오2동, 경기도 안산시상록구 본오3동, 경기도 안산시상록구 사1동, 경기도 안산시상록구 사2동]","[4127152000:경기도 안산시상록구 사1동, 4127153000:경기도 안산시상록구 사2동, 4127154000:경기도 안산시상록구 본오1동, 4127155000:경기도 안산시상록구 본오2동]","[4127152000:경기도 안산시상록구 사1동, 4127153000:경기도 안산시상록구 사2동, 4127154000:경기도 안산시상록구 본오1동, 4127155000:경기도 안산시상록구 본오2동, 4127156000:경기도 안산시상록구 본오3동]",ST000484
사우역,지하철,김포골드라인,"[4157051000, 4157054000]","[경기도 김포시 김포1동, 경기도 김포시 사우동]","[4157051000, 4157054000, 4157055000]","[경기도 김포시 김포1동, 경기도 김포시 사우동, 경기도 김포시 풍무동]","[4157051000:경기도 김포시 김포1동, 4157054000:경기도 김포시 사우동]","[4157051000:경기도 김포시 김포1동, 4157054000:경기도 김포시 사우동, 4157055000:경기도 김포시 풍무동]",ST000352
사평역,지하철,9호선,"[1165053100, 1165056000, 1165058100]","[서울특별시 서초구 반포1동, 서울특별시 서초구 반포4동, 서울특별시 서초구 서초4동]","[1165053000, 1165053100, 1165054000, 1165056000, 1165058000, 1165058100, 1168052100, 1168064000]","[서울특별시 강남구 논현1동, 서울특별시 강남구 역삼1동, 서울특별시 서초구 반포1동, 서울특별시 서초구 반포3동, 서울특별시 서초구 반포4동, 서울특별시 서초구 서초3동, 서울특별시 서초구 서초4동, 서울특별시 서초구 잠원동]","[1165053100:서울특별시 서초구 서초4동, 1165056000:서울특별시 서초구 반포1동, 1165058100:서울특별시 서초구 반포4동]","[1165053000:서울특별시 서초구 서초3동, 1165053100:서울특별시 서초구 서초4동, 1165054000:서울특별시 서초구 잠원동, 1165056000:서울특별시 서초구 반포1동, 1165058000:서울특별시 서초구 반포3동, 1165058100:서울특별시 서초구 반포4동, 1168052100:서울특별시 강남구 논현1동, 1168064000:서울특별시 강남구 역삼1동]",ST000037
산곡역,지하철,7호선,"[2823757000, 2823758000, 2823759100, 2823759200]","[인천광역시 부평구 산곡1동, 인천광역시 부평구 산곡2동, 인천광역시 부평구 청천1동, 인천광역시 부평구 청천2동]","[2823757000, 2823758000, 2823758200, 2823759100, 2823759200]","[인천광역시 부평구 산곡1동, 인천광역시 부평구 산곡2동, 인천광역시 부평구 산곡4동, 인천광역시 부평구 청천1동, 인천광역시 부평구 청천2동]","[2823757000:인천광역시 부평구 산곡1동, 2823758000:인천광역시 부평구 산곡2동, 2823759100:인천광역시 부평구 청천1동, 2823759200:인천광역시 부평구 청천2동]","[2823757000:인천광역시 부평구 산곡1동, 2823758000:인천광역시 부평구 산곡2동, 2823758200:인천광역시 부평구 산곡4동, 2823759100:인천광역시 부평구 청천1동, 2823759200:인천광역시 부평구 청천2동]",ST000420
산본역,지하철,4호선,"[4141058000, 4141059000, 4141062000]","[경기도 군포시 광정동, 경기도 군포시 수리동, 경기도 군포시 오금동]","[4141052000, 4141057000, 4141058000, 4141059000, 4141060000, 4141062000]","[경기도 군포시 광정동, 경기도 군포시 군포2동, 경기도 군포시 궁내동, 경기도 군포시 수리동, 경기도 군포시 오금동, 경기도 군포시 재궁동]","[4141058000:경기도 군포시 오금동, 4141059000:경기도 군포시 수리동, 4141062000:경기도 군포시 광정동]","[4141052000:경기도 군포시 군포2동, 4141057000:경기도 군포시 재궁동, 4141058000:경기도 군포시 오금동, 4141059000:경기도 군포시 수리동, 4141060000:경기도 군포시 궁내동, 4141062000:경기도 군포시 광정동]",ST000741
산본역,지하철,안산과천선,"[4141055000, 4141057000, 4141058000, 4141060000, 4141062000]","[경기도 군포시 광정동, 경기도 군포시 궁내동, 경기도 군포시 산본2동, 경기도 군포시 오금동, 경기도 군포시 재궁동]","[4141051000, 4141052000, 4141055000, 4141056000, 4141057000, 4141058000, 4141059000, 4141060000, 4141062000]","[경기도 군포시 광정동, 경기도 군포시 군포1동, 경기도 군포시 군포2동, 경기도 군포시 궁내동, 경기도 군포시 금정동, 경기도 군포시 산본2동, 경기도 군포시 수리동, 경기도 군포시 오금동, 경기도 군포시 재궁동]","[4141055000:경기도 군포시 산본2동, 4141057000:경기도 군포시 재궁동, 4141058000:경기도 군포시 오금동, 4141060000:경기도 군포시 궁내동, 4141062000:경기도 군포시 광정동]","[4141051000:경기도 군포시 군포1동, 4141052000:경기도 군포시 군포2동, 4141055000:경기도 군포시 산본2동, 4141056000:경기도 군포시 금정동, 4141057000:경기도 군포시 재궁동, 4141058000:경기도 군포시 오금동, 4141059000:경기도 군포시 수리동, 4141060000:경기도 군포시 궁내동, 4141062000:경기도 군포시 광정동]",ST000535
산본역,지하철,안산선,"[4141055000, 4141057000, 4141058000, 4141060000, 4141062000]","[경기도 군포시 광정동, 경기도 군포시 궁내동, 경기도 군포시 산본2동, 경기도 군포시 오금동, 경기도 군포시 재궁동]","[4141051000, 4141052000, 4141055000, 4141056000, 4141057000, 4141058000, 4141059000, 4141060000, 4141062000]","[경기도 군포시 광정동, 경기도 군포시 군포1동, 경기도 군포시 군포2동, 경기도 군포시 궁내동, 경기도 군포시 금정동, 경기도 군포시 산본2동, 경기도 군포시 수리동, 경기도 군포시 오금동, 경기도 군포시 재궁동]","[4141055000:경기도 군포시 산본2동, 4141057000:경기도 군포시 재궁동, 4141058000:경기도 군포시 오금동, 4141060000:경기도 군포시 궁내동, 4141062000:경기도 군포시 광정동]","[4141051000:경기도 군포시 군포1동, 4141052000:경기도 군포시 군포2동, 4141055000:경기도 군포시 산본2동, 4141056000:경기도 군포시 금정동, 4141057000:경기도 군포시 재궁동, 4141058000:경기도 군포시 오금동, 4141059000:경기도 군포시 수리동, 4141060000:경기도 군포시 궁내동, 4141062000:경기도 군포시 광정동]",ST000535
산성역,지하철,8호선,"[4113152000, 4113159000, 4113160000, 4113162000, 4113162500]","[경기도 성남시수정구 단대동, 경기도 성남시수정구 복정동, 경기도 성남시수정구 산성동, 경기도 성남시수정구 신흥2동, 경기도 성남시수정구 위례동]","[4113152000, 4113156100, 4113159000, 4113160000, 4113161000, 4113162000, 4113162500]","[경기도 성남시수정구 단대동, 경기도 성남시수정구 복정동, 경기도 성남시수정구 산성동, 경기도 성남시수정구 신흥2동, 경기도 성남시수정구 양지동, 경기도 성남시수정구 위례동, 경기도 성남시수정구 태평4동]","[4113152000:경기도 성남시수정구 신흥2동, 4113159000:경기도 성남시수정구 단대동, 4113160000:경기도 성남시수정구 산성동, 4113162000:경기도 성남시수정구 복정동, 4113162500:경기도 성남시수정구 위례동]","[4113152000:경기도 성남시수정구 신흥2동, 4113156100:경기도 성남시수정구 태평4동, 4113159000:경기도 성남시수정구 단대동, 4113160000:경기도 성남시수정구 산성동, 4113161000:경기도 성남시수정구 양지동, 4113162000:경기도 성남시수정구 복정동, 4113162500:경기도 성남시수정구 위례동]",ST000320
삼가역,지하철,에버라인,[4146152000],[경기도 용인시처인구 역삼동],[4146152000],[경기도 용인시처인구 역삼동],[4146152000:경기도 용인시처인구 역삼동],[4146152000:경기도 용인시처인구 역삼동],ST000394
삼각지역,지하철,4호선,"[1117052000, 1117053000, 1117056000, 1117062500]","[서울특별시 용산구 남영동, 서울특별시 용산구 용산2가동, 서울특별시 용산구 원효로1동, 서울특별시 용산구 한강로동]","[1117052000, 1117053000, 1117055500, 1117056000, 1117058000, 1117059000, 1117062500, 1117069000]","[서울특별시 용산구 남영동, 서울특별시 용산구 서빙고동, 서울특별시 용산구 용문동, 서울특별시 용산구 용산2가동, 서울특별시 용산구 원효로1동, 서울특별시 용산구 청파동, 서울특별시 용산구 한강로동, 서울특별시 용산구 효창동]","[1117052000:서울특별시 용산구 용산2가동, 1117053000:서울특별시 용산구 남영동, 1117056000:서울특별시 용산구 원효로1동, 1117062500:서울특별시 용산구 한강로동]","[1117052000:서울특별시 용산구 용산2가동, 1117053000:서울특별시 용산구 남영동, 1117055500:서울특별시 용산구 청파동, 1117056000:서울특별시 용산구 원효로1동, 1117058000:서울특별시 용산구 효창동, 1117059000:서울특별시 용산구 용문동, 1117062500:서울특별시 용산구 한강로동, 1117069000:서울특별시 용산구 서빙고동]",ST000194
삼각지역,지하철,6호선,"[1117052000, 1117053000, 1117056000, 1117062500]","[서울특별시 용산구 남영동, 서울특별시 용산구 용산2가동, 서울특별시 용산구 원효로1동, 서울특별시 용산구 한강로동]","[1117052000, 1117053000, 1117055500, 1117056000, 1117058000, 1117059000, 1117062500, 1117069000]","[서울특별시 용산구 남영동, 서울특별시 용산구 서빙고동, 서울특별시 용산구 용문동, 서울특별시 용산구 용산2가동, 서울특별시 용산구 원효로1동, 서울특별시 용산구 청파동, 서울특별시 용산구 한강로동, 서울특별시 용산구 효창동]","[1117052000:서울특별시 용산구 용산2가동, 1117053000:서울특별시 용산구 남영동, 1117056000:서울특별시 용산구 원효로1동, 1117062500:서울특별시 용산구 한강로동]","[1117052000:서울특별시 용산구 용산2가동, 1117053000:서울특별시 용산구 남영동, 1117055500:서울특별시 용산구 청파동, 1117056000:서울특별시 용산구 원효로1동, 1117058000:서울특별시 용산구 효창동, 1117059000:서울특별시 용산구 용문동, 1117062500:서울특별시 용산구 한강로동, 1117069000:서울특별시 용산구 서빙고동]",ST000194
삼동역,지하철,경강선,[4161053000],[경기도 광주시 광남동],[4161053000],[경기도 광주시 광남동],[4161053000:경기도 광주시 광남동],[4161053000:경기도 광주시 광남동],ST000573
삼산체육관역,지하철,7호선,"[2823764800, 2823766100, 4119069000, 4119070000]","[경기도 부천시 상2동, 경기도 부천시 상3동, 인천광역시 부평구 부개3동, 인천광역시 부평구 삼산2동]","[2823754000, 2823755000, 2823764200, 2823764800, 2823766100, 4119069000, 4119070000]","[경기도 부천시 상2동, 경기도 부천시 상3동, 인천광역시 부평구 갈산2동, 인천광역시 부평구 부개3동, 인천광역시 부평구 부평4동, 인천광역시 부평구 부평5동, 인천광역시 부평구 삼산2동]","[2823764800:인천광역시 부평구 삼산2동, 2823766100:인천광역시 부평구 부개3동, 4119069000:경기도 부천시 상2동, 4119070000:경기도 부천시 상3동]","[2823754000:인천광역시 부평구 부평4동, 2823755000:인천광역시 부평구 부평5동, 2823764200:인천광역시 부평구 갈산2동, 2823764800:인천광역시 부평구 삼산2동, 2823766100:인천광역시 부평구 부개3동, 4119069000:경기도 부천시 상2동, 4119070000:경기도 부천시 상3동]",ST000423
삼성역,광역급행철도,GTXA,"[1168058000, 1168061000, 1171067000]","[서울특별시 강남구 삼성1동, 서울특별시 강남구 대치2동, 서울특별시 송파구 잠실2동]","[1168058000, 1168059000, 1168061000, 1168063000, 1171067000, 1171072000]","[서울특별시 강남구 삼성1동, 서울특별시 강남구 삼성2동, 서울특별시 강남구 대치2동, 서울특별시 강남구 대치4동, 서울특별시 송파구 잠실2동, 서울특별시 송파구 잠실7동]","[1168058000:서울특별시 강남구 삼성1동, 1168061000:서울특별시 강남구 대치2동, 1171067000:서울특별시 송파구 잠실2동]","[1168058000:서울특별시 강남구 삼성1동, 1168059000:서울특별시 강남구 삼성2동, 1168061000:서울특별시 강남구 대치2동, 1168063000:서울특별시 강남구 대치4동, 1171067000:서울특별시 송파구 잠실2동, 1171072000:서울특별시 송파구 잠실7동]",GTX_삼성_GTXA
삼성역,지하철,2호선,"[1168058000, 1168061000, 1171067000]","[서울특별시 강남구 대치2동, 서울특별시 강남구 삼성1동, 서울특별시 송파구 잠실2동]","[1168058000, 1168059000, 1168061000, 1168063000, 1171067000, 1171072000]","[서울특별시 강남구 대치2동, 서울특별시 강남구 대치4동, 서울특별시 강남구 삼성1동, 서울특별시 강남구 삼성2동, 서울특별시 송파구 잠실2동, 서울특별시 송파구 잠실7동]","[1168058000:서울특별시 강남구 삼성1동, 1168061000:서울특별시 강남구 대치2동, 1171067000:서울특별시 송파구 잠실2동]","[1168058000:서울특별시 강남구 삼성1동, 1168059000:서울특별시 강남구 삼성2동, 1168061000:서울특별시 강남구 대치2동, 1168063000:서울특별시 강남구 대치4동, 1171067000:서울특별시 송파구 잠실2동, 1171072000:서울특별시 송파구 잠실7동]",ST000120
삼성중앙역,지하철,9호선,"[1168058000, 1168059000]","[서울특별시 강남구 삼성1동, 서울특별시 강남구 삼성2동]","[1168053100, 1168056500, 1168058000, 1168059000, 1168061000, 1168063000, 1168064000]","[서울특별시 강남구 논현2동, 서울특별시 강남구 대치2동, 서울특별시 강남구 대치4동, 서울특별시 강남구 삼성1동, 서울특별시 강남구 삼성2동, 서울특별시 강남구 역삼1동, 서울특별시 강남구 청담동]","[1168058000:서울특별시 강남구 삼성1동, 1168059000:서울특별시 강남구 삼성2동]","[1168053100:서울특별시 강남구 논현2동, 1168056500:서울특별시 강남구 청담동, 1168058000:서울특별시 강남구 삼성1동, 1168059000:서울특별시 강남구 삼성2동, 1168061000:서울특별시 강남구 대치2동, 1168063000:서울특별시 강남구 대치4동, 1168064000:서울특별시 강남구 역삼1동]",ST000041
삼송역,지하철,3호선,"[4128156000, 4128157000, 4128158000]","[경기도 고양시덕양구 신도동, 경기도 고양시덕양구 창릉동, 경기도 고양시덕양구 효자동]","[1138069000, 4128152000, 4128153000, 4128156000, 4128157000, 4128158000]","[경기도 고양시덕양구 신도동, 경기도 고양시덕양구 원신동, 경기도 고양시덕양구 창릉동, 경기도 고양시덕양구 효자동, 경기도 고양시덕양구 흥도동, 서울특별시 은평구 진관동]","[4128156000:경기도 고양시덕양구 효자동, 4128157000:경기도 고양시덕양구 신도동, 4128158000:경기도 고양시덕양구 창릉동]","[1138069000:서울특별시 은평구 진관동, 4128152000:경기도 고양시덕양구 원신동, 4128153000:경기도 고양시덕양구 흥도동, 4128156000:경기도 고양시덕양구 효자동, 4128157000:경기도 고양시덕양구 신도동, 4128158000:경기도 고양시덕양구 창릉동]",ST000453
삼송역,지하철,일산선,"[4128156000, 4128157000, 4128158000]","[경기도 고양시덕양구 신도동, 경기도 고양시덕양구 창릉동, 경기도 고양시덕양구 효자동]","[1138069000, 4128152000, 4128153000, 4128156000, 4128157000, 4128158000]","[경기도 고양시덕양구 신도동, 경기도 고양시덕양구 원신동, 경기도 고양시덕양구 창릉동, 경기도 고양시덕양구 효자동, 경기도 고양시덕양구 흥도동, 서울특별시 은평구 진관동]","[4128156000:경기도 고양시덕양구 효자동, 4128157000:경기도 고양시덕양구 신도동, 4128158000:경기도 고양시덕양구 창릉동]","[1138069000:서울특별시 은평구 진관동, 4128152000:경기도 고양시덕양구 원신동, 4128153000:경기도 고양시덕양구 흥도동, 4128156000:경기도 고양시덕양구 효자동, 4128157000:경기도 고양시덕양구 신도동, 4128158000:경기도 고양시덕양구 창릉동]",ST000453
삼양사거리역,지하철,우이신설선,"[1130553400, 1130553500, 1130555500, 1130557500]","[서울특별시 강북구 미아동, 서울특별시 강북구 삼각산동, 서울특별시 강북구 삼양동, 서울특별시 강북구 송천동]","[1129065000, 1129066000, 1130553400, 1130553500, 1130554500, 1130555500, 1130557500, 1130561000]","[서울특별시 강북구 미아동, 서울특별시 강북구 삼각산동, 서울특별시 강북구 삼양동, 서울특별시 강북구 송중동, 서울특별시 강북구 송천동, 서울특별시 강북구 수유1동, 서울특별시 성북구 길음1동, 서울특별시 성북구 정릉4동]","[1130553400:서울특별시 강북구 삼양동, 1130553500:서울특별시 강북구 미아동, 1130555500:서울특별시 강북구 송천동, 1130557500:서울특별시 강북구 삼각산동]","[1129065000:서울특별시 성북구 정릉4동, 1129066000:서울특별시 성북구 길음1동, 1130553400:서울특별시 강북구 삼양동, 1130553500:서울특별시 강북구 미아동, 1130554500:서울특별시 강북구 송중동, 1130555500:서울특별시 강북구 송천동, 1130557500:서울특별시 강북구 삼각산동, 1130561000:서울특별시 강북구 수유1동]",ST000007
삼양역,지하철,우이신설선,"[1130553400, 1130553500, 1130555500, 1130561000]","[서울특별시 강북구 미아동, 서울특별시 강북구 삼양동, 서울특별시 강북구 송천동, 서울특별시 강북구 수유1동]","[1129065000, 1130553400, 1130553500, 1130554500, 1130555500, 1130557500, 1130559000, 1130561000, 1130563000, 1130566000]","[서울특별시 강북구 미아동, 서울특별시 강북구 번1동, 서울특별시 강북구 삼각산동, 서울특별시 강북구 삼양동, 서울특별시 강북구 송중동, 서울특별시 강북구 송천동, 서울특별시 강북구 수유1동, 서울특별시 강북구 수유3동, 서울특별시 강북구 인수동, 서울특별시 성북구 정릉4동]","[1130553400:서울특별시 강북구 삼양동, 1130553500:서울특별시 강북구 미아동, 1130555500:서울특별시 강북구 송천동, 1130561000:서울특별시 강북구 수유1동]","[1129065000:서울특별시 성북구 정릉4동, 1130553400:서울특별시 강북구 삼양동, 1130553500:서울특별시 강북구 미아동, 1130554500:서울특별시 강북구 송중동, 1130555500:서울특별시 강북구 송천동, 1130557500:서울특별시 강북구 삼각산동, 1130559000:서울특별시 강북구 번1동, 1130561000:서울특별시 강북구 수유1동, 1130563000:서울특별시 강북구 수유3동, 1130566000:서울특별시 강북구 인수동]",ST000006
삼전역,지하철,9호선,"[1171061000, 1171065000, 1171068000]","[서울특별시 송파구 삼전동, 서울특별시 송파구 잠실3동, 서울특별시 송파구 잠실본동]","[1168073000, 1168074000, 1171060000, 1171061000, 1171065000, 1171067000, 1171068000, 1171072000]","[서울특별시 강남구 일원1동, 서울특별시 강남구 일원2동, 서울특별시 송파구 삼전동, 서울특별시 송파구 석촌동, 서울특별시 송파구 잠실2동, 서울특별시 송파구 잠실3동, 서울특별시 송파구 잠실7동, 서울특별시 송파구 잠실본동]","[1171061000:서울특별시 송파구 삼전동, 1171065000:서울특별시 송파구 잠실본동, 1171068000:서울특별시 송파구 잠실3동]","[1168073000:서울특별시 강남구 일원1동, 1168074000:서울특별시 강남구 일원2동, 1171060000:서울특별시 송파구 석촌동, 1171061000:서울특별시 송파구 삼전동, 1171065000:서울특별시 송파구 잠실본동, 1171067000:서울특별시 송파구 잠실2동, 1171068000:서울특별시 송파구 잠실3동, 1171072000:서울특별시 송파구 잠실7동]",ST000419
상갈역,지하철,수인분당선,[4146353000],[경기도 용인시기흥구 상갈동],"[4146351000, 4146351500, 4146353000]","[경기도 용인시기흥구 상갈동, 경기도 용인시기흥구 신갈동, 경기도 용인시기흥구 영덕동]",[4146353000:경기도 용인시기흥구 상갈동],"[4146351000:경기도 용인시기흥구 신갈동, 4146351500:경기도 용인시기흥구 영덕동, 4146353000:경기도 용인시기흥구 상갈동]",ST000495
상계역,지하철,4호선,"[1135062400, 1135064000, 1135066500, 1135067000]","[서울특별시 노원구 상계2동, 서울특별시 노원구 상계3·4동, 서울특별시 노원구 상계5동, 서울특별시 노원구 중계4동]","[1135061900, 1135062100, 1135062400, 1135064000, 1135066500, 1135067000, 1135069500, 1135071000, 1135072000]","[서울특별시 노원구 상계10동, 서울특별시 노원구 상계2동, 서울특별시 노원구 상계3·4동, 서울특별시 노원구 상계5동, 서울특별시 노원구 상계6·7동, 서울특별시 노원구 상계9동, 서울특별시 노원구 중계1동, 서울특별시 노원구 중계4동, 서울특별시 노원구 중계본동]","[1135062400:서울특별시 노원구 중계4동, 1135064000:서울특별시 노원구 상계2동, 1135066500:서울특별시 노원구 상계3·4동, 1135067000:서울특별시 노원구 상계5동]","[1135061900:서울특별시 노원구 중계본동, 1135062100:서울특별시 노원구 중계1동, 1135062400:서울특별시 노원구 중계4동, 1135064000:서울특별시 노원구 상계2동, 1135066500:서울특별시 노원구 상계3·4동, 1135067000:서울특별시 노원구 상계5동, 1135069500:서울특별시 노원구 상계6·7동, 1135071000:서울특별시 노원구 상계9동, 1135072000:서울특별시 노원구 상계10동]",ST000182
상도역,지하철,7호선,"[1159051000, 1159053000, 1159054000, 1159056000]","[서울특별시 동작구 노량진1동, 서울특별시 동작구 상도1동, 서울특별시 동작구 상도2동, 서울특별시 동작구 상도4동]","[1159051000, 1159052000, 1159053000, 1159054000, 1159056000, 1159060500, 1162056500]","[서울특별시 관악구 성현동, 서울특별시 동작구 노량진1동, 서울특별시 동작구 노량진2동, 서울특별시 동작구 상도1동, 서울특별시 동작구 상도2동, 서울특별시 동작구 상도4동, 서울특별시 동작구 흑석동]","[1159051000:서울특별시 동작구 노량진1동, 1159053000:서울특별시 동작구 상도1동, 1159054000:서울특별시 동작구 상도2동, 1159056000:서울특별시 동작구 상도4동]","[1159051000:서울특별시 동작구 노량진1동, 1159052000:서울특별시 동작구 노량진2동, 1159053000:서울특별시 동작구 상도1동, 1159054000:서울특별시 동작구 상도2동, 1159056000:서울특별시 동작구 상도4동, 1159060500:서울특별시 동작구 흑석동, 1162056500:서울특별시 관악구 성현동]",ST000299
상동역,지하철,7호선,"[4119064000, 4119066000, 4119069000, 4119070000]","[경기도 부천시 상2동, 경기도 부천시 상3동, 경기도 부천시 중1동, 경기도 부천시 중4동]","[2823764800, 2823766100, 4119062000, 4119063000, 4119064000, 4119066000, 4119068000, 4119069000, 4119070000]","[경기도 부천시 상1동, 경기도 부천시 상2동, 경기도 부천시 상3동, 경기도 부천시 상동, 경기도 부천시 중1동, 경기도 부천시 중3동, 경기도 부천시 중4동, 인천광역시 부평구 부개3동, 인천광역시 부평구 삼산2동]","[4119064000:경기도 부천시 중4동, 4119066000:경기도 부천시 중1동, 4119069000:경기도 부천시 상2동, 4119070000:경기도 부천시 상3동]","[2823764800:인천광역시 부평구 삼산2동, 2823766100:인천광역시 부평구 부개3동, 4119062000:경기도 부천시 상동, 4119063000:경기도 부천시 상1동, 4119064000:경기도 부천시 중4동, 4119066000:경기도 부천시 중1동, 4119068000:경기도 부천시 중3동, 4119069000:경기도 부천시 상2동, 4119070000:경기도 부천시 상3동]",ST000424
