철도역명,구분,노선_열차종류,행정동코드_500m,행정동코드_1000m,대표ID
상왕십리역,지하철,2호선,"[11020650, 11020670, 11040520, 11040560, 11040570, 11040710]","[11010710, 11020650, 11020670, 11020690, 11020730, 11040520, 11040540, 11040550, 11040560, 11040570, 11040590, 11040710, 11060810]",ST000108
상월곡역,지하철,6호선,"[11080720, 11080770, 11080850]","[11060710, 11060890, 11080710, 11080720, 11080760, 11080770, 11080840, 11080850]",ST000267
상일동역,지하철,5호선,"[11250560, 11250750, 11250760, 11250770]","[11250540, 11250550, 11250560, 11250750, 11250760, 11250770]",ST000233
상천역,지하철,경춘선,[31570320],[31570320],ST000596
상현역,지하철,신분당선,"[31014630, 31193630]","[31014620, 31014630, 31193580, 31193620, 31193630]",ST000409
새말역,지하철,의정부,"[31030580, 31030600]","[31030580, 31030591, 31030600, 31030690]",ST000377
새절역,지하철,6호선,"[11120600, 11120650, 11120660, 11120670, 11120730, 11130720]","[11120590, 11120600, 11120650, 11120660, 11120670, 11120680, 11120730, 11120740, 11130720]",ST000249
샛강역,지하철,9호선,"[11190540, 11190630, 11190690, 11200520, 11200680]","[11190540, 11190630, 11190690, 11190730, 11200520, 11200680, 11200720]",ST000029
샛강역,지하철,신림선,"[11190540, 11190630, 11190690, 11200520, 11200680]","[11190540, 11190630, 11190690, 11190730, 11200520, 11200680, 11200720]",ST000029
서강대역,지하철,경의중앙선,"[11130750, 11140600, 11140630, 11140660, 11140760]","[11130750, 11140590, 11140600, 11140610, 11140630, 11140660, 11140760]",ST000626
서구청역,지하철,인천2호선,[23080531],"[23080531, 23080541, 23080550]",ST000077
서대문역,지하철,5호선,"[11010530, 11010580, 11020520, 11020680, 11130520, 11130730]","[11010530, 11010570, 11010580, 11020520, 11020540, 11020550, 11020680, 11130520, 11130730, 11130740, 11140770]",ST000216
서동탄역,지하철,1호선,"[31140550, 31240520, 31240620]","[31140550, 31240520, 31240530, 31240540, 31240610, 31240620]",ST000537
서부여성회관역,지하철,인천2호선,"[23080590, 23080600, 23080620, 23080640]","[23080580, 23080590, 23080600, 23080620, 23080630, 23080640]",ST000080
서빙고역,지하철,경의중앙선,[11030690],"[11030520, 11030630, 11030650, 11030690, 11030700, 11220560, 11220580, 11220590]",ST000658
서울대벤처타운역,지하철,신림선,"[11210640, 11210650, 11210660, 11210730, 11210820]","[11210640, 11210650, 11210660, 11210730, 11210800, 11210810, 11210820]",ST000402
서울대입구역,지하철,2호선,"[11210570, 11210580, 11210610, 11210800]","[11200670, 11210540, 11210570, 11210580, 11210610, 11210620, 11210660, 11210780, 11210790, 11210800]",ST000129
서울숲역,지하철,수인분당선,"[11040650, 11040660, 11040680]","[11040550, 11040580, 11040650, 11040660, 11040670, 11040680, 11040690, 11230770]",ST000507
서울역,고속철도,KTX,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,고속철도,KTX-산천,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,고속철도,KTX-청룡,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,광역급행철도,GTXA,"[11020520, 11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030530, 11030710, 11130730, 11140770]",GTX_서울_GTXA
서울역,일반철도,ITX-마음,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,일반철도,ITX-새마을,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,일반철도,누리로,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,일반철도,무궁화,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,준고속철도,KTX-이음,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,지하철,1호선,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,지하철,4호선,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,지하철,경의중앙선,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울역,지하철,공항철도,"[11020540, 11020680, 11030510, 11030530, 11030710]","[11020520, 11020540, 11020550, 11020680, 11030510, 11030520, 11030530, 11030580, 11030710, 11140770]",ST000094
서울지방병무청역,지하철,신림선,"[11190630, 11190690, 11200680]","[11190630, 11190660, 11190680, 11190690, 11190730, 11200540, 11200550, 11200680, 11200700]",ST000407
서원역,지하철,신림선,"[11210640, 11210650, 11210660, 11210800, 11210820]","[11210520, 11210640, 11210650, 11210660, 11210680, 11210690, 11210730, 11210780, 11210800, 11210810, 11210820, 11210830]",ST000403
서정리역,일반철도,ITX-새마을,"[31070510, 31070690]","[31070510, 31070520, 31070690]",ST000545
서정리역,일반철도,무궁화,"[31070510, 31070690]","[31070510, 31070520, 31070690]",ST000545
서정리역,지하철,1호선,"[31070510, 31070690]","[31070510, 31070520, 31070690]",ST000545
서초역,지하철,2호선,"[11220530, 11220600]","[11220510, 11220530, 11220540, 11220570, 11220600, 11220620, 11220650]",ST000125
서현역,지하철,수인분당선,"[31023530, 31023540, 31023580, 31023600]","[31023530, 31023540, 31023580, 31023600, 31023610, 31023760, 31023770]",ST000502
석계역,지하철,1호선,"[11070650, 11080780, 11080850, 11110510, 11110530, 11110790]","[11060900, 11070620, 11070640, 11070650, 11080770, 11080780, 11080850, 11110510, 11110530, 11110790]",ST000269
석계역,지하철,6호선,"[11070650, 11080780, 11080850, 11110510, 11110530, 11110790]","[11060900, 11070620, 11070640, 11070650, 11080770, 11080780, 11080850, 11110510, 11110530, 11110790]",ST000269
석남역,지하철,7호선,"[23080580, 23080590, 23080600]","[23080541, 23080560, 23080580, 23080590, 23080600, 23080620, 23080640, 23080730]",ST000079
석남역,지하철,인천2호선,"[23080580, 23080590, 23080600]","[23080541, 23080560, 23080580, 23080590, 23080600, 23080620, 23080640, 23080730]",ST000079
석바위시장역,지하철,인천2호선,"[23050530, 23050550, 23090680, 23090700]","[23050530, 23050550, 23050580, 23090650, 23090680, 23090690, 23090700, 23090720]",ST000086
석수역,지하철,1호선,"[11180590, 31041600, 31041610, 31060660]","[11180570, 11180590, 31041600, 31041610, 31060660, 31060690, 31060700]",ST000562
석천사거리역,지하철,인천2호선,"[23050510, 23050521, 23050530, 23050550, 23050561]","[23050510, 23050521, 23050530, 23050540, 23050550, 23050561, 23050570, 23050630]",ST000088
석촌고분역,지하철,9호선,"[11240630, 11240640, 11240800]","[11230511, 11230730, 11240610, 11240630, 11240640, 11240660, 11240710, 11240770, 11240800]",ST000418
석촌역,지하철,8호선,"[11240610, 11240620, 11240630, 11240770, 11240800]","[11240570, 11240580, 11240610, 11240620, 11240630, 11240640, 11240660, 11240770, 11240800]",ST000314
석촌역,지하철,9호선,"[11240610, 11240620, 11240630, 11240770, 11240800]","[11240570, 11240580, 11240610, 11240620, 11240630, 11240640, 11240660, 11240770, 11240800]",ST000314
선릉역,지하철,2호선,"[11230590, 11230630, 11230640, 11230650]","[11230530, 11230580, 11230590, 11230600, 11230630, 11230640, 11230650, 11230670, 11230790]",ST000121
선릉역,지하철,수인분당선,"[11230590, 11230630, 11230640, 11230650]","[11230530, 11230580, 11230590, 11230600, 11230630, 11230640, 11230650, 11230670, 11230790]",ST000121
선바위역,지하철,4호선,[31110550],"[11220660, 31110510, 31110550]",ST000581
선바위역,지하철,과천선,[31110550],"[11220660, 31110510, 31110550]",ST000581
선바위역,지하철,안산과천선,[31110550],"[11220660, 31110510, 31110550]",ST000581
선부역,지하철,서해선,"[31092680, 31092690, 31092700]","[31092590, 31092660, 31092680, 31092690, 31092700, 31092740, 31092760, 31092780]",ST000362
선유도역,지하철,9호선,"[11150710, 11190560, 11190620]","[11150510, 11150710, 11190550, 11190560, 11190610, 11190620]",ST000025
선정릉역,지하철,9호선,"[11230530, 11230590, 11230640]","[11230520, 11230530, 11230580, 11230590, 11230630, 11230640, 11230650, 11230780]",ST000040
선정릉역,지하철,수인분당선,"[11230530, 11230590, 11230640]","[11230520, 11230530, 11230580, 11230590, 11230630, 11230640, 11230650, 11230780]",ST000040
선학역,지하철,인천1호선,"[23040520, 23040550, 23050670]","[23040520, 23040530, 23040550, 23050670, 23090740]",ST000058
성균관대역,지하철,1호선,"[31011550, 31011620]","[31011540, 31011550, 31011620, 31012620, 31170520]",ST000555
성남역,광역급행철도,GTXA,"[31023580, 31023600, 31023610, 31023740, 31023760]","[31023530, 31023580, 31023600, 31023610, 31023630, 31023740, 31023760]",GTX_성남_GTXA
성남역,지하철,경강선,"[31023580, 31023600, 31023610, 31023740, 31023760]","[31023530, 31023580, 31023600, 31023610, 31023740, 31023760]",ST000346
성복역,지하철,신분당선,"[31193520, 31193580, 31193590, 31193620]","[31193520, 31193530, 31193580, 31193590, 31193620, 31193630]",ST000338
성수역,지하철,2호선,"[11040650, 11040670, 11040680]","[11040650, 11040660, 11040670, 11040680, 11040690, 11040700, 11050530, 11050670]",ST000112
성신여대입구역,지하철,4호선,"[11080590, 11080600, 11080610, 11080810, 11080820, 11080830]","[11080580, 11080590, 11080600, 11080610, 11080620, 11080630, 11080810, 11080820, 11080830, 11080840]",ST000011
성신여대입구역,지하철,우이신설선,"[11080590, 11080600, 11080610, 11080810, 11080820, 11080830]","[11080580, 11080590, 11080600, 11080610, 11080620, 11080630, 11080810, 11080820, 11080830, 11080840]",ST000011
세류역,지하철,1호선,"[31012530, 31012640]","[31012530, 31012550, 31012610, 31012640]",ST000552
세마역,지하철,1호선,[31140550],"[31140550, 31140571, 31140572]",ST000550
세종대왕릉역,지하철,경강선,[31280390],[31280390],ST000566
센트럴파크역,지하철,인천1호선,"[23040660, 23040680]","[23040640, 23040660, 23040680]",ST000066
소래포구역,지하철,수인분당선,"[23050720, 23050740]","[23050720, 23050730, 23050740, 31150690]",ST000481
소사역,지하철,1호선,"[31051521, 31051551, 31051581, 31052521, 31052551, 31052561]","[31051521, 31051541, 31051551, 31051561, 31051581, 31052521, 31052551, 31052561, 31052591]",ST000370
소사역,지하철,서해선,"[31051521, 31051551, 31051581, 31052521, 31052551, 31052561]","[31051521, 31051541, 31051551, 31051561, 31051581, 31052521, 31052551, 31052561, 31052591]",ST000370
소새울역,지하철,서해선,"[31052551, 31052561, 31150510]","[31052551, 31052561, 31052571, 31052591, 31150510]",ST000369
소요산역,지하철,1호선,[31080580],[31080580],ST000458
솔밭공원역,지하철,우이신설선,"[11090740, 11100510, 11100570]","[11090640, 11090740, 11100510, 11100570]",ST000002
솔샘역,지하철,우이신설선,"[11080650, 11090690, 11090730]","[11080620, 11080630, 11080640, 11080650, 11080660, 11090630, 11090690, 11090700, 11090720, 11090730]",ST000008
송내역,지하철,1호선,"[23060690, 31051621, 31051681, 31051691, 31052531]","[23060660, 23060670, 23060690, 31051611, 31051621, 31051681, 31051691, 31052531]",ST000519
송도달빛축제공원역,지하철,인천1호선,"[23040660, 23040680, 23040690]","[23040660, 23040680, 23040690]",ST000431
송도역,지하철,수인분당선,"[23040530, 23040540, 23040550, 23040560, 23040570]","[23040530, 23040540, 23040550, 23040560, 23040570, 23040590]",ST000740
송산역,지하철,의정부,"[31030591, 31030700]","[31030591, 31030700, 31030710, 31030721]",ST000372
송정역,지하철,5호선,"[11160690, 11160700, 11160710]","[11160670, 11160690, 11160700, 11160710]",ST000201
송탄역,지하철,1호선,"[31070520, 31070550, 31070560, 31070580]","[31070320, 31070520, 31070550, 31070560, 31070570, 31070580, 31070690]",ST000546
송파나루역,지하철,9호선,"[11240570, 11240580, 11240610, 11240620, 11240770]","[11240570, 11240580, 11240590, 11240610, 11240620, 11240630, 11240750, 11240770, 11240800]",ST000417
송파역,지하철,8호선,"[11240610, 11240620, 11240630, 11240650, 11240660]","[11240570, 11240580, 11240610, 11240620, 11240630, 11240650, 11240660, 11240690]",ST000315
수내역,지하철,수인분당선,"[31023530, 31023540, 31023770, 31023780]","[31023530, 31023540, 31023550, 31023580, 31023750, 31023760, 31023770, 31023780]",ST000501
수락산역,지하철,7호선,"[11100650, 11110650]","[11100640, 11100650, 11110650, 11110720, 11110730, 31030560]",ST000276
수리산역,지하철,4호선,"[31160580, 31160590, 31160610]","[31160510, 31160520, 31160570, 31160580, 31160590, 31160600, 31160610, 31160630]",ST000524
수리산역,지하철,안산과천선,"[31160580, 31160590, 31160610]","[31160510, 31160520, 31160570, 31160580, 31160590, 31160600, 31160610, 31160630]",ST000524
수리산역,지하철,안산선,"[31160580, 31160590, 31160610]","[31160510, 31160520, 31160570, 31160580, 31160590, 31160600, 31160610, 31160630]",ST000524
수색역,지하철,경의중앙선,"[11120670, 11120680, 11140740]","[11120670, 11120680, 11130710, 11130720, 11140730, 11140740, 31101670]",ST000624
수서역,광역급행철도,GTXA,"[11230750, 11230760]","[11230720, 11230730, 11230750, 11230760, 11240660, 11240690]",GTX_수서_GTXA
수서역,지하철,3호선,"[11230750, 11230760]","[11230720, 11230730, 11230750, 11230760, 11240660, 11240690]",ST000177
수서역,지하철,수인분당선,"[11230750, 11230760]","[11230720, 11230730, 11230750, 11230760, 11240660, 11240690]",ST000177
수원시청역,지하철,수인분당선,"[31012600, 31013560]","[31012540, 31012600, 31012640, 31013560, 31013670, 31014510, 31014530, 31014540]",ST000490
수원역,고속철도,KTX,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,일반철도,ITX-마음,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,일반철도,ITX-새마을,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,일반철도,누리로,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,일반철도,무궁화,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,일반철도,새마을,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,지하철,1호선,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수원역,지하철,수인분당선,"[31012520, 31012550, 31012560, 31013680, 31013690]","[31012520, 31012540, 31012550, 31012560, 31013670, 31013680, 31013690, 31013700, 31013710]",ST000508
수유역,지하철,4호선,"[11090600, 11090610, 11090630, 11090650, 11090700, 11090750]","[11090600, 11090610, 11090630, 11090640, 11090650, 11090690, 11090700, 11090750, 11100530, 11100600]",ST000185
수지구청역,지하철,신분당선,"[31192590, 31193510, 31193520]","[31192590, 31193510, 31193520, 31193530, 31193550, 31193560, 31193580]",ST000343
수진역,지하철,8호선,"[31021510, 31021530, 31021580, 31022510, 31022620]","[31021510, 31021530, 31021540, 31021550, 31021560, 31021570, 31021580, 31021590, 31022510, 31022580, 31022600, 31022620]",ST000324
숙대입구역,지하철,4호선,"[11030510, 11030530, 11030710, 11030720]","[11020540, 11030510, 11030520, 11030530, 11030580, 11030710, 11030720, 11030730, 11140770]",ST000193
숭실대입구역,지하철,7호선,"[11200530, 11200560, 11200710, 11210790]","[11200530, 11200540, 11200560, 11200650, 11200670, 11200710, 11200730, 11210540, 11210780, 11210790]",ST000298
숭의역,지하철,수인분당선,"[23010540, 23010560, 23090520, 23090560, 23090590, 23090750]","[23010520, 23010530, 23010540, 23010560, 23010570, 23020640, 23090520, 23090560, 23090590, 23090750]",ST000474
시민공원역,지하철,인천2호선,"[23090620, 23090650, 23090660, 23090680]","[23090620, 23090650, 23090660, 23090670, 23090680, 23090690, 23090700, 23090710, 23090720, 23090770]",ST000085
시우역,지하철,서해선,"[31092660, 31092780]","[31092660, 31092780]",ST000706
시청.용인대역,지하철,에버라인,"[31191550, 31191560]","[31191550, 31191560]",ST000393
시청·용인대역,지하철,에버라인,"[31191550, 31191560]","[31191550, 31191560]",ST000733
시청역,지하철,1호선,"[11020520, 11020540, 11020550]","[11010530, 11010580, 11010610, 11020520, 11020540, 11020550, 11020680, 11030510, 11130520, 11130730]",ST000095
시청역,지하철,2호선,"[11020520, 11020540, 11020550]","[11010530, 11010580, 11010610, 11020520, 11020540, 11020550, 11020680, 11030510, 11130520, 11130730]",ST000095
시흥능곡역,지하철,서해선,[31150670],"[31150560, 31150670, 31150700, 31150710]",ST000364
시흥대야역,지하철,서해선,[31150510],"[23050750, 31150510, 31150520, 31150540]",ST000368
시흥시청역,지하철,서해선,[31150700],"[31150670, 31150700, 31150710]",ST000365
신갈역,지하철,수인분당선,"[31192520, 31192570, 31192610]","[31192520, 31192560, 31192570, 31192590, 31192610]",ST000496
신검단중앙역,지하철,인천1호선,"[23080810, 23080870, 23080880, 31230540]","[23080810, 23080870, 23080880, 31230540]",ST000435
신금호역,지하철,5호선,"[11020710, 11020720, 11020730, 11040520, 11040570, 11040590, 11040720]","[11020650, 11020690, 11020700, 11020710, 11020720, 11020730, 11040520, 11040560, 11040570, 11040580, 11040590, 11040620, 11040720, 11040730]",ST000219
신길역,지하철,1호선,"[11190540, 11190630, 11190730, 11190740]","[11190540, 11190630, 11190650, 11190660, 11190690, 11190730, 11190740, 11190750]",ST000211
신길역,지하철,5호선,"[11190540, 11190630, 11190730, 11190740]","[11190540, 11190630, 11190650, 11190660, 11190690, 11190730, 11190740, 11190750]",ST000211
신길온천역,지하철,4호선,"[31092770, 31150680]","[31092770, 31150640, 31150650, 31150680]",ST000527
신길온천역,지하철,수인분당선,"[31092770, 31150680]","[31092770, 31150640, 31150650, 31150680]",ST000527
신길온천역,지하철,안산선,"[31092770, 31150680]","[31092770, 31150640, 31150650, 31150680]",ST000527
신내역,지하철,6호선,"[11070690, 11070730]","[11070690, 11070700, 11070730, 11110560, 31120510]",ST000273
신내역,지하철,경춘선,"[11070690, 11070730]","[11070690, 11070700, 11070730, 11110560, 31120510]",ST000273
신논현역,지하철,9호선,"[11220540, 11220570, 11230520, 11230640]","[11220510, 11220520, 11220540, 11220550, 11220570, 11230520, 11230530, 11230640]",ST000038
신논현역,지하철,신분당선,"[11220540, 11220570, 11230520, 11230640]","[11220510, 11220520, 11220540, 11220550, 11220570, 11230520, 11230530, 11230640]",ST000038
신답역,지하철,2호선,"[11040550, 11040700, 11060860, 11060870, 11060910]","[11040540, 11040550, 11040700, 11060860, 11060870, 11060910]",ST000145
신당역,지하철,2호선,"[11020650, 11020670, 11020690, 11020730, 11040710]","[11010630, 11010670, 11010680, 11010700, 11010710, 11020580, 11020590, 11020650, 11020670, 11020690, 11020700, 11020720, 11020730, 11040520, 11040570, 11040590, 11040710, 11040720, 11060810]",ST000107
신당역,지하철,6호선,"[11020650, 11020670, 11020690, 11020730, 11040710]","[11010630, 11010670, 11010680, 11010700, 11010710, 11020580, 11020590, 11020650, 11020670, 11020690, 11020700, 11020720, 11020730, 11040520, 11040570, 11040590, 11040710, 11040720, 11060810]",ST000107
신대방삼거리역,지하철,7호선,"[11200550, 11200560, 11200680, 11200700]","[11190680, 11190690, 11200540, 11200550, 11200560, 11200680, 11200700, 11210520]",ST000301
신대방역,지하철,2호선,"[11200690, 11200700, 11210680, 11210690, 11210720]","[11170540, 11180540, 11190680, 11190700, 11190710, 11200690, 11200700, 11210520, 11210650, 11210680, 11210690, 11210720, 11210830]",ST000132
신도림역,지하철,1호선,"[11170510, 11170560, 11190720, 11190750, 11190760]","[11170510, 11170560, 11190650, 11190720, 11190730, 11190750, 11190760]",ST000135
신도림역,지하철,2호선,"[11170510, 11170560, 11190720, 11190750, 11190760]","[11170510, 11170560, 11190650, 11190720, 11190730, 11190750, 11190760]",ST000135
신둔도예촌역,지하철,경강선,[31210310],[31210310],ST000569
신림역,지하철,2호선,"[11210520, 11210640, 11210650, 11210680, 11210690, 11210780, 11210800]","[11200550, 11200700, 11210520, 11210640, 11210650, 11210660, 11210680, 11210690, 11210780, 11210800, 11210810, 11210830]",ST000131
신림역,지하철,신림선,"[11210520, 11210640, 11210650, 11210680, 11210690, 11210780, 11210800]","[11200550, 11200700, 11210520, 11210640, 11210650, 11210660, 11210680, 11210690, 11210780, 11210800, 11210810, 11210830]",ST000131
신목동역,지하철,9호선,"[11150520, 11150710, 11160510, 11190620]","[11150520, 11150710, 11160510, 11190560, 11190620]",ST000024
신반포역,지하철,9호선,"[11220560, 11220580, 11220590, 11220600]","[11030690, 11220560, 11220580, 11220590, 11220600, 11220610]",ST000035
신방화역,지하철,9호선,"[11160690, 11160700, 11160710]","[11160690, 11160700, 11160710, 11160751, 11160761]",ST000017
신사역,지하철,3호선,"[11220550, 11230510, 11230520]","[11220550, 11220570, 11230510, 11230520, 11230530, 11230770]",ST000167
신사역,지하철,신분당선,"[11220550, 11230510, 11230520]","[11220550, 11220570, 11230510, 11230520, 11230530, 11230770]",ST000167
신설동역,지하철,1호선,"[11010710, 11020670, 11040710, 11060810, 11080600, 11080610]","[11010670, 11010690, 11010700, 11010710, 11020670, 11020690, 11040540, 11040710, 11060810, 11060820, 11080600, 11080610]",ST000013
신설동역,지하철,2호선,"[11010710, 11020670, 11040710, 11060810, 11080600, 11080610]","[11010670, 11010690, 11010700, 11010710, 11020670, 11020690, 11040540, 11040710, 11060810, 11060820, 11080600, 11080610]",ST000013
신설동역,지하철,우이신설선,"[11010710, 11020670, 11040710, 11060810, 11080600, 11080610]","[11010670, 11010690, 11010700, 11010710, 11020670, 11020690, 11040540, 11040710, 11060810, 11060820, 11080600, 11080610]",ST000013
신연수역,지하철,인천1호선,"[23040520, 23040540, 23040550, 23050670, 23050730]","[23040520, 23040530, 23040540, 23040550, 23050670, 23050730, 23050740]",ST000059
신용산역,지하철,4호선,"[11030720, 11030730]","[11030530, 11030570, 11030590, 11030630, 11030640, 11030690, 11030720, 11030730]",ST000195
신원역,지하철,경의중앙선,"[31250360, 31580330]","[31250360, 31580330]",ST000635
신이문역,지하철,1호선,"[11060890, 11060900, 11070620, 11080850]","[11060720, 11060890, 11060900, 11070620, 11070650, 11080850]",ST000653
신정네거리역,지하철,2호선,"[11150580, 11150640, 11150660, 11150720]","[11150580, 11150600, 11150620, 11150640, 11150660, 11150690, 11150700, 11150720, 11160570, 11160630, 11160730]",ST000149
